DATA;TOTAL_VENDA;CAIXA_VENDEDOR;COD_FORMA_PGTO;VALOR_CANCELADO;NUMERO_CUPOM_FISCAL
2018-12-19 00:00:00.000;272;JLP;1;0;178
2018-12-19 00:00:00.000;140;JLP;3;0;179
2018-12-19 00:00:00.000;542;JLP;1;0;180
2018-12-19 00:00:00.000;580;JLP;4;0;181
2018-12-19 00:00:00.000;368;JLP;4;0;182
2018-12-19 00:00:00.000;291;JLP;1;0;183
2018-12-19 00:00:00.000;182;JLP;4;0;184
2018-12-19 00:00:00.000;194;JLP;1;0;185
2018-12-19 00:00:00.000;243;JLP;4;0;186
2018-12-19 00:00:00.000;427;JLP;1;0;187
2018-12-19 00:00:00.000;586;JLP;1;0;188
2018-12-19 00:00:00.000;356;JLP;4;0;189
2018-12-19 00:00:00.000;611;JLP;4;0;190
2018-12-19 00:00:00.000;487;JLP;1;0;191
2018-12-19 00:00:00.000;157;JLP;4;0;192
2018-12-19 00:00:00.000;274;JLP;1;0;193
2018-12-19 00:00:00.000;313;JLP;1;0;194
2018-12-19 00:00:00.000;533;JLP;4;0;195
2018-12-19 00:00:00.000;132;JLP;1;0;196
2018-12-19 00:00:00.000;347;JLP;3;0;197
2018-12-20 00:00:00.000;515;JLP;##;0;198
2018-12-20 00:00:00.000;455;JLP;4;0;199
2018-12-20 00:00:00.000;412;JLP;##;0;200
2018-12-20 00:00:00.000;383;JLP;4;0;201
2018-12-20 00:00:00.000;267;JLP;3;0;202
2018-12-20 00:00:00.000;511;JLP;4;0;203
2018-12-20 00:00:00.000;474;JLP;3;0;204
2018-12-20 00:00:00.000;516;JLP;1;0;205
2018-12-20 00:00:00.000;462;JLP;3;0;206
2018-12-20 00:00:00.000;442;JLP;##;0;207
2018-12-20 00:00:00.000;391;JLP;1;0;208
2018-12-20 00:00:00.000;290;JLP;4;0;209
2018-12-20 00:00:00.000;295;JLP;1;0;210
2018-12-20 00:00:00.000;411;JLP;4;0;211
2018-12-20 00:00:00.000;378;JLP;1;0;212
2018-12-20 00:00:00.000;175;JLP;4;0;213
2018-12-20 00:00:00.000;411;JLP;3;0;214
2018-12-20 00:00:00.000;516;JLP;4;0;215
2018-12-20 00:00:00.000;601;JLP;4;0;216
2018-12-20 00:00:00.000;381;JLP;3;0;217
2018-12-20 00:00:00.000;319;JLP;1;0;218
2018-12-20 00:00:00.000;429;JLP;1;0;219
2018-12-20 00:00:00.000;163;JLP;4;0;220
2018-12-20 00:00:00.000;303;JLP;4;0;221
2018-12-20 00:00:00.000;570;JLP;3;0;222
2018-12-20 00:00:00.000;355;JLP;1;0;223
2018-12-20 00:00:00.000;518;JLP;4;0;224
2018-12-20 00:00:00.000;338;JLP;1;0;225
2018-12-20 00:00:00.000;190;JLP;3;0;226
2018-12-20 00:00:00.000;470;JLP;3;0;227
2018-12-20 00:00:00.000;289;JLP;3;0;228
2018-12-20 00:00:00.000;430;JLP;3;0;229
2018-12-20 00:00:00.000;276;JLP;1;0;230
2018-12-20 00:00:00.000;427;JLP;1;0;231
2018-12-20 00:00:00.000;381;JLP;1;0;232
2018-12-20 00:00:00.000;171;JLP;##;0;233
2018-12-20 00:00:00.000;185;JLP;3;0;234
2018-12-20 00:00:00.000;510;JLP;3;0;235
2018-12-20 00:00:00.000;499;JLP;3;0;236
2018-12-20 00:00:00.000;412;JLP;4;0;237
2018-12-20 00:00:00.000;272;JLP;1;0;238
2018-12-20 00:00:00.000;472;JLP;3;0;239
2018-12-20 00:00:00.000;371;JLP;##;0;240
2018-12-20 00:00:00.000;233;JLP;4;0;241
2018-12-20 00:00:00.000;219;JLP;4;0;242
2018-12-20 00:00:00.000;273;JLP;4;0;243
2018-12-20 00:00:00.000;132;JLP;1;0;244
2018-12-20 00:00:00.000;137;JLP;4;0;245
2018-12-20 00:00:00.000;413;JLP;3;0;246
2018-12-20 00:00:00.000;510;JLP;3;30,9;247
2018-12-20 00:00:00.000;367;JLP;4;0;248
2018-12-20 00:00:00.000;232;JLP;3;0;249
2018-12-20 00:00:00.000;332;JLP;##;0;250
2018-12-20 00:00:00.000;318;JLP;4;0;251
2018-12-20 00:00:00.000;441;JLP;3;0;252
2018-12-20 00:00:00.000;133;JLP;3;0;253
2018-12-20 00:00:00.000;471;JLP;1;0;254
2018-12-20 00:00:00.000;425;JLP;1;0;255
2018-12-20 00:00:00.000;257;JLP;3;0;256
2018-12-20 00:00:00.000;121;JLP;3;0;257
2018-12-20 00:00:00.000;519;JLP;4;0;258
2018-12-20 00:00:00.000;367;JLP;1;0;259
2018-12-20 00:00:00.000;504;JLP;1;151,9;260
2018-12-20 00:00:00.000;175;JLP;1;0;261
2018-12-20 00:00:00.000;387;JLP;3;0;262
2018-12-20 00:00:00.000;401;JLP;3;0;263
2018-12-20 00:00:00.000;608;JLP;1;0;264
2018-12-20 00:00:00.000;426;JLP;4;0;265
2018-12-20 00:00:00.000;607;JLP;4;0;266
2018-12-20 00:00:00.000;359;JLP;1;0;267
2018-12-20 00:00:00.000;489;JLP;4;0;268
2018-12-20 00:00:00.000;353;JLP;1;151,9;269
2018-12-20 00:00:00.000;598;JLP;4;0;270
2018-12-20 00:00:00.000;342;JLP;3;0;271
2018-12-20 00:00:00.000;516;JLP;3;0;272
2018-12-20 00:00:00.000;416;JLP;3;0;273
2018-12-20 00:00:00.000;359;JLP;4;0;274
2018-12-20 00:00:00.000;303;JLP;3;0;275
2018-12-20 00:00:00.000;187;JLP;##;0;276
2018-12-20 00:00:00.000;608;JLP;1;0;277
2018-12-20 00:00:00.000;172;JLP;4;0;278
2018-12-20 00:00:00.000;186;JLP;3;0;279
2018-12-20 00:00:00.000;316;JLP;##;0;280
2018-12-20 00:00:00.000;583;JLP;4;0;281
2018-12-20 00:00:00.000;460;JLP;##;0;282
2018-12-20 00:00:00.000;326;JLP;4;0;283
2018-12-20 00:00:00.000;486;JLP;4;57,7;284
2018-12-20 00:00:00.000;345;JLP;##;0;285
2018-12-20 00:00:00.000;575;JLP;##;0;286
2018-12-20 00:00:00.000;495;JLP;1;39,9;287
2018-12-20 00:00:00.000;591;JLP;##;0;288
2018-12-20 00:00:00.000;278;JLP;1;56,9;289
2018-12-20 00:00:00.000;451;JLP;##;0;290
2018-12-20 00:00:00.000;423;JLP;1;0;291
2018-12-20 00:00:00.000;599;JLP;4;0;292
2018-12-20 00:00:00.000;351;JLP;4;0;293
2018-12-20 00:00:00.000;463;JLP;1;0;294
2018-12-20 00:00:00.000;513;JLP;4;0;295
2018-12-20 00:00:00.000;327;JLP;4;0;296
2018-12-20 00:00:00.000;355;JLP;##;0;297
2018-12-20 00:00:00.000;141;JLP;4;0;298
2018-12-20 00:00:00.000;296;JLP;4;0;299
2018-12-20 00:00:00.000;354;JLP;1;0;300
2018-12-20 00:00:00.000;458;JLP;1;0;301
2018-12-20 00:00:00.000;395;JLP;4;0;302
2018-12-20 00:00:00.000;141;JLP;1;0;303
2018-12-21 00:00:00.000;349;JLP;3;0;304
2018-12-21 00:00:00.000;269;JLP;3;0;305
2018-12-21 00:00:00.000;368;JLP;4;0;306
2018-12-21 00:00:00.000;334;JLP;4;0;307
2018-12-21 00:00:00.000;331;JLP;1;0;308
2018-12-21 00:00:00.000;119;JLP;1;0;309
2018-12-21 00:00:00.000;364;JLP;1;0;310
2018-12-21 00:00:00.000;440;JLP;3;0;311
2018-12-21 00:00:00.000;170;JLP;4;0;312
2018-12-21 00:00:00.000;247;JLP;1;0;313
2018-12-21 00:00:00.000;582;JLP;4;0;314
2018-12-21 00:00:00.000;372;JLP;4;0;315
2018-12-21 00:00:00.000;553;JLP;3;0;316
2018-12-21 00:00:00.000;511;JLP;4;0;317
2018-12-21 00:00:00.000;361;JLP;4;0;318
2018-12-21 00:00:00.000;213;JLP;4;0;319
2018-12-21 00:00:00.000;599;JLP;3;0;320
2018-12-21 00:00:00.000;481;JLP;3;0;321
2018-12-21 00:00:00.000;441;JLP;3;0;322
2018-12-21 00:00:00.000;602;JLP;4;0;323
2018-12-21 00:00:00.000;454;JLP;1;0;324
2018-12-21 00:00:00.000;587;JLP;4;0;325
2018-12-21 00:00:00.000;308;JLP;1;0;326
2018-12-21 00:00:00.000;562;JLP;1;34,9;327
2018-12-21 00:00:00.000;571;JLP;4;0;328
2018-12-21 00:00:00.000;266;JLP;1;0;329
2018-12-21 00:00:00.000;128;JLP;4;0;330
2018-12-21 00:00:00.000;127;JLP;4;0;331
2018-12-21 00:00:00.000;520;JLP;4;0;332
2018-12-21 00:00:00.000;266;JLP;1;0;333
2018-12-21 00:00:00.000;231;JLP;4;0;334
2018-12-21 00:00:00.000;295;JLP;3;0;335
2018-12-21 00:00:00.000;335;JLP;3;0;336
2018-12-21 00:00:00.000;601;JLP;4;0;337
2018-12-21 00:00:00.000;508;JLP;4;0;338
2018-12-21 00:00:00.000;396;JLP;1;0;339
2018-12-21 00:00:00.000;527;JLP;1;0;340
2018-12-21 00:00:00.000;545;JLP;1;0;341
2018-12-21 00:00:00.000;399;JLP;3;0;342
2018-12-21 00:00:00.000;525;JLP;4;0;343
2018-12-21 00:00:00.000;246;JLP;1;0;344
2018-12-21 00:00:00.000;228;JLP;4;0;345
2018-12-21 00:00:00.000;375;JLP;3;0;346
2018-12-21 00:00:00.000;588;JLP;1;0;347
2018-12-21 00:00:00.000;387;JLP;1;0;348
2018-12-21 00:00:00.000;322;JLP;4;0;349
2018-12-21 00:00:00.000;161;JLP;4;0;350
2018-12-21 00:00:00.000;525;JLP;1;0;351
2018-12-21 00:00:00.000;419;JLP;4;0;352
2018-12-21 00:00:00.000;486;JLP;1;0;353
2018-12-21 00:00:00.000;453;JLP;##;0;354
2018-12-21 00:00:00.000;446;JLP;1;24,9;355
2018-12-21 00:00:00.000;180;JLP;1;0;356
2018-12-21 00:00:00.000;468;JLP;1;0;357
2018-12-21 00:00:00.000;342;JLP;3;0;358
2018-12-21 00:00:00.000;553;JLP;1;0;359
2018-12-21 00:00:00.000;331;JLP;3;0;360
2018-12-21 00:00:00.000;376;JLP;3;0;361
2018-12-21 00:00:00.000;384;JLP;4;0;362
2018-12-21 00:00:00.000;540;JLP;1;0;363
2018-12-21 00:00:00.000;426;JLP;4;0;364
2018-12-21 00:00:00.000;291;JLP;##;0;365
2018-12-21 00:00:00.000;367;JLP;4;0;366
2018-12-21 00:00:00.000;195;JLP;3;0;367
2018-12-21 00:00:00.000;117;JLP;3;0;368
2018-12-21 00:00:00.000;218;JLP;3;0;369
2018-12-21 00:00:00.000;395;JLP;3;0;370
2018-12-21 00:00:00.000;210;JLP;1;0;371
2018-12-21 00:00:00.000;142;JLP;1;0;372
2018-12-21 00:00:00.000;404;JLP;3;0;373
2018-12-21 00:00:00.000;426;JLP;1;0;374
2018-12-21 00:00:00.000;385;JLP;3;0;375
2018-12-21 00:00:00.000;163;JLP;4;0;376
2018-12-21 00:00:00.000;485;JLP;3;0;377
2018-12-21 00:00:00.000;525;JLP;##;0;378
2018-12-21 00:00:00.000;521;JLP;3;0;379
2018-12-21 00:00:00.000;438;JLP;4;0;380
2018-12-21 00:00:00.000;133;JLP;1;0;381
2018-12-21 00:00:00.000;308;JLP;4;0;382
2018-12-21 00:00:00.000;189;JLP;1;0;383
2018-12-21 00:00:00.000;218;JLP;1;0;384
2018-12-21 00:00:00.000;206;JLP;3;0;385
2018-12-21 00:00:00.000;190;JLP;4;0;386
2018-12-21 00:00:00.000;270;JLP;1;0;387
2018-12-21 00:00:00.000;193;JLP;1;0;388
2018-12-21 00:00:00.000;349;JLP;1;0;389
2018-12-21 00:00:00.000;584;JLP;4;0;390
2018-12-21 00:00:00.000;410;JLP;1;0;391
2018-12-21 00:00:00.000;521;JLP;4;0;392
2018-12-21 00:00:00.000;154;JLP;3;0;393
2018-12-21 00:00:00.000;283;JLP;4;0;394
2018-12-21 00:00:00.000;531;JLP;4;0;395
2018-12-21 00:00:00.000;384;JLP;4;0;396
2018-12-21 00:00:00.000;479;JLP;1;0;397
2018-12-21 00:00:00.000;131;JLP;3;0;398
2018-12-21 00:00:00.000;230;JLP;3;0;399
2018-12-21 00:00:00.000;154;JLP;1;0;400
2018-12-21 00:00:00.000;464;JLP;1;0;401
2018-12-21 00:00:00.000;237;JLP;4;0;402
2018-12-21 00:00:00.000;115;JLP;4;0;403
2018-12-21 00:00:00.000;147;JLP;4;0;404
2018-12-21 00:00:00.000;288;JLP;4;0;405
2018-12-21 00:00:00.000;536;JLP;4;0;406
2018-12-21 00:00:00.000;464;JLP;4;0;407
2018-12-21 00:00:00.000;489;JLP;1;0;408
2018-12-21 00:00:00.000;340;JLP;3;0;409
2018-12-21 00:00:00.000;376;JLP;3;0;410
2018-12-21 00:00:00.000;489;JLP;3;0;411
2018-12-21 00:00:00.000;120;JLP;4;0;412
2018-12-21 00:00:00.000;565;JLP;4;0;413
2018-12-21 00:00:00.000;205;JLP;3;0;414
2018-12-21 00:00:00.000;480;JLP;3;0;415
2018-12-21 00:00:00.000;372;JLP;1;0;416
2018-12-21 00:00:00.000;226;JLP;4;0;417
2018-12-21 00:00:00.000;361;JLP;3;0;418
2018-12-21 00:00:00.000;265;JLP;1;0;419
2018-12-21 00:00:00.000;322;JLP;1;0;420
2018-12-21 00:00:00.000;262;JLP;1;0;421
2018-12-21 00:00:00.000;220;JLP;1;0;422
2018-12-21 00:00:00.000;310;JLP;1;0;423
2018-12-21 00:00:00.000;118;JLP;1;0;424
2018-12-21 00:00:00.000;270;JLP;4;0;425
2018-12-21 00:00:00.000;607;JLP;4;0;426
2018-12-21 00:00:00.000;584;JLP;1;0;427
2018-12-21 00:00:00.000;443;JLP;1;0;428
2018-12-21 00:00:00.000;332;JLP;1;0;429
2018-12-21 00:00:00.000;394;JLP;##;0;430
2018-12-21 00:00:00.000;508;JLP;4;0;431
2018-12-21 00:00:00.000;578;JLP;1;0;432
2018-12-21 00:00:00.000;475;JLP;4;0;433
2018-12-21 00:00:00.000;539;JLP;3;0;434
2018-12-21 00:00:00.000;607;JLP;4;0;435
2018-12-21 00:00:00.000;450;JLP;3;0;436
2018-12-21 00:00:00.000;289;JLP;4;0;437
2018-12-21 00:00:00.000;214;JLP;4;0;438
2018-12-21 00:00:00.000;172;JLP;4;0;439
2018-12-21 00:00:00.000;143;JLP;3;0;440
2018-12-21 00:00:00.000;119;JLP;1;0;441
2018-12-21 00:00:00.000;540;JLP;4;0;442
2018-12-21 00:00:00.000;113;JLP;3;0;443
2018-12-21 00:00:00.000;573;JLP;4;0;444
2018-12-21 00:00:00.000;514;JLP;1;0;445
2018-12-21 00:00:00.000;382;JLP;1;0;446
2018-12-21 00:00:00.000;538;JLP;3;0;447
2018-12-21 00:00:00.000;447;JLP;1;0;448
2018-12-21 00:00:00.000;274;JLP;##;0;449
2018-12-21 00:00:00.000;559;JLP;3;0;450
2018-12-21 00:00:00.000;139;JLP;1;0;451
2018-12-21 00:00:00.000;477;JLP;1;0;452
2018-12-21 00:00:00.000;552;JLP;4;0;453
2018-12-21 00:00:00.000;315;JLP;4;0;454
2018-12-21 00:00:00.000;127;JLP;3;0;455
2018-12-21 00:00:00.000;337;JLP;3;0;456
2018-12-21 00:00:00.000;370;JLP;1;0;457
2018-12-21 00:00:00.000;186;JLP;1;0;458
2018-12-21 00:00:00.000;355;JLP;1;0;459
2018-12-21 00:00:00.000;132;JLP;3;0;460
2018-12-21 00:00:00.000;206;JLP;4;0;461
2018-12-21 00:00:00.000;293;JLP;3;0;462
2018-12-21 00:00:00.000;268;JLP;3;0;463
2018-12-21 00:00:00.000;341;JLP;4;0;464
2018-12-21 00:00:00.000;196;JLP;##;0;465
2018-12-21 00:00:00.000;497;JLP;1;0;466
2018-12-21 00:00:00.000;350;JLP;1;0;467
2018-12-21 00:00:00.000;524;JLP;4;0;468
2018-12-21 00:00:00.000;205;JLP;1;0;469
2018-12-21 00:00:00.000;433;JLP;4;0;470
2018-12-21 00:00:00.000;528;JLP;1;0;471
2018-12-21 00:00:00.000;426;JLP;4;0;472
2018-12-21 00:00:00.000;300;JLP;1;0;473
2018-12-21 00:00:00.000;239;JLP;4;0;474
2018-12-22 00:00:00.000;171;JLP;4;0;475
2018-12-22 00:00:00.000;219;JLP;1;-104,7;476
2018-12-22 00:00:00.000;404;JLP;4;0;477
2018-12-22 00:00:00.000;308;JLP;1;0;478
2018-12-22 00:00:00.000;413;JLP;1;0;479
2018-12-22 00:00:00.000;428;JLP;4;0;480
2018-12-22 00:00:00.000;410;JLP;1;0;481
2018-12-22 00:00:00.000;602;JLP;4;0;482
2018-12-22 00:00:00.000;345;JLP;1;0;483
2018-12-22 00:00:00.000;249;JLP;4;0;484
2018-12-22 00:00:00.000;351;JLP;4;0;485
2018-12-22 00:00:00.000;115;JLP;1;0;486
2018-12-22 00:00:00.000;442;JLP;1;0;487
2018-12-22 00:00:00.000;447;JLP;1;0;488
2018-12-22 00:00:00.000;242;JLP;4;0;489
2018-12-22 00:00:00.000;265;JLP;4;0;490
2018-12-22 00:00:00.000;302;JLP;4;0;491
2018-12-22 00:00:00.000;377;JLP;4;0;492
2018-12-22 00:00:00.000;604;JLP;4;0;493
2018-12-22 00:00:00.000;435;JLP;1;0;494
2018-12-22 00:00:00.000;467;JLP;4;0;495
2018-12-22 00:00:00.000;288;JLP;4;0;496
2018-12-22 00:00:00.000;337;JLP;1;0;497
2018-12-22 00:00:00.000;128;JLP;4;0;498
2018-12-22 00:00:00.000;247;JLP;4;0;499
2018-12-22 00:00:00.000;358;JLP;1;0;500
2018-12-22 00:00:00.000;396;JLP;4;0;501
2018-12-22 00:00:00.000;425;JLP;1;0;502
2018-12-22 00:00:00.000;360;JLP;4;0;503
2018-12-22 00:00:00.000;506;JLP;1;0;504
2018-12-22 00:00:00.000;160;JLP;4;0;505
2018-12-22 00:00:00.000;540;JLP;4;0;506
2018-12-22 00:00:00.000;461;JLP;1;0;507
2018-12-22 00:00:00.000;503;JLP;1;35,9;508
2018-12-22 00:00:00.000;160;JLP;1;0;509
2018-12-22 00:00:00.000;540;JLP;4;0;510
2018-12-22 00:00:00.000;425;JLP;##;0;511
2018-12-22 00:00:00.000;577;JLP;4;0;512
2018-12-22 00:00:00.000;164;JLP;4;0;513
